service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at,drive_min
marc,11705,Train412,2026-07-06,11958,UNION STATION MARC Washington,2026-07-06T13:00:00Z,2026-07-06T13:01:34Z,NA,NA,2026-07-06T13:38:14Z,60.8
marc,11705,Train412,2026-07-06,12002,PENN STATION MARC nb,NA,NA,2026-07-06T13:56:00Z,2026-07-06T14:03:28Z,2026-07-06T13:38:14Z,60.8
marc,11705,Train423,2026-07-06,11980,PENN STATION MARC sb,2026-07-06T13:00:00Z,2026-07-06T13:00:00Z,NA,NA,2026-07-06T13:38:14Z,60.8
marc,11705,Train423,2026-07-06,11958,UNION STATION MARC Washington,NA,NA,2026-07-06T14:03:00Z,2026-07-06T14:03:57Z,2026-07-06T13:38:14Z,60.8
marc,11705,Train525,2026-07-06,11980,PENN STATION MARC sb,2026-07-06T13:30:00Z,2026-07-06T13:41:17Z,2026-07-06T13:28:00Z,2026-07-06T13:39:17Z,2026-07-06T13:38:14Z,60.8
marc,11705,Train525,2026-07-06,11958,UNION STATION MARC Washington,NA,NA,2026-07-06T14:28:00Z,2026-07-06T14:39:17Z,2026-07-06T13:38:14Z,60.8
marc,11705,Train612,2026-07-06,11958,UNION STATION MARC Washington,2026-07-06T12:20:00Z,2026-07-06T12:21:26Z,NA,NA,2026-07-06T13:38:14Z,60.8
marc,11705,Train612,2026-07-06,12002,PENN STATION MARC nb,2026-07-06T13:20:00Z,2026-07-06T13:24:22Z,2026-07-06T13:17:00Z,2026-07-06T13:23:55Z,2026-07-06T13:38:14Z,60.8
amtrak,NER,66,2026-07-06,BAL,Baltimore Penn Station,2026-07-06T02:51:00Z,2026-07-06T04:56:00Z,2026-07-06T02:49:00Z,2026-07-06T04:50:00Z,2026-07-06T13:38:14Z,60.8
amtrak,NER,66,2026-07-06,WAS,Washington Union Station,2026-07-06T02:00:00Z,2026-07-06T04:06:00Z,2026-07-06T01:28:00Z,2026-07-06T03:25:00Z,2026-07-06T13:38:14Z,60.8
