service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at,drive_min
marc,11705,Train426,2026-08-27,11958,UNION STATION MARC Washington,2026-08-27T19:00:00Z,2026-08-27T19:00:00Z,NA,NA,2026-08-27T20:05:13Z,110.4
marc,11705,Train426,2026-08-27,12002,PENN STATION MARC nb,NA,NA,2026-08-27T20:05:00Z,2026-08-27T20:11:41Z,2026-08-27T20:05:13Z,110.4
marc,11705,Train428,2026-08-27,11958,UNION STATION MARC Washington,2026-08-27T19:40:00Z,2026-08-27T19:41:28Z,NA,NA,2026-08-27T20:05:13Z,110.4
marc,11705,Train428,2026-08-27,12002,PENN STATION MARC nb,NA,NA,2026-08-27T20:40:00Z,2026-08-27T20:40:54Z,2026-08-27T20:05:13Z,110.4
marc,11705,Train439,2026-08-27,11980,PENN STATION MARC sb,2026-08-27T19:45:00Z,2026-08-27T19:57:18Z,NA,NA,2026-08-27T20:05:13Z,110.4
marc,11705,Train439,2026-08-27,11958,UNION STATION MARC Washington,NA,NA,2026-08-27T20:45:00Z,2026-08-27T20:57:07Z,2026-08-27T20:05:13Z,110.4
marc,11705,Train537,2026-08-27,11980,PENN STATION MARC sb,2026-08-27T19:20:00Z,2026-08-27T19:25:48Z,2026-08-27T19:18:30Z,2026-08-27T19:24:57Z,2026-08-27T20:05:13Z,110.4
marc,11705,Train537,2026-08-27,11958,UNION STATION MARC Washington,NA,NA,2026-08-27T20:12:00Z,2026-08-27T20:22:11Z,2026-08-27T20:05:13Z,110.4
marc,11705,Train641,2026-08-27,11980,PENN STATION MARC sb,2026-08-27T20:08:00Z,2026-08-27T20:08:00Z,2026-08-27T20:07:00Z,2026-08-27T20:01:27Z,2026-08-27T20:05:13Z,110.4
marc,11705,Train641,2026-08-27,11958,UNION STATION MARC Washington,NA,NA,2026-08-27T21:01:00Z,2026-08-27T21:01:00Z,2026-08-27T20:05:13Z,110.4
amtrak,NER,66,2026-08-27,BAL,Baltimore Penn Station,2026-08-28T03:01:00Z,2026-08-28T03:01:00Z,2026-08-28T02:49:00Z,2026-08-28T02:49:00Z,2026-08-27T20:05:13Z,110.4
amtrak,NER,66,2026-08-27,WAS,Washington Union Station,2026-08-28T02:00:00Z,2026-08-28T02:00:00Z,2026-08-28T01:28:00Z,2026-08-28T01:28:00Z,2026-08-27T20:05:13Z,110.4
