service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at,drive_min
marc,11705,Train419,2026-06-18,11980,PENN STATION MARC sb,2026-06-18T11:50:00Z,2026-06-18T11:50:46Z,NA,NA,2026-06-18T12:45:55Z,75.3
marc,11705,Train419,2026-06-18,11958,UNION STATION MARC Washington,NA,NA,2026-06-18T12:53:00Z,2026-06-18T12:51:58Z,2026-06-18T12:45:55Z,75.3
marc,11705,Train610,2026-06-18,11958,UNION STATION MARC Washington,2026-06-18T11:50:00Z,2026-06-18T11:51:15Z,NA,NA,2026-06-18T12:45:55Z,75.3
marc,11705,Train610,2026-06-18,12002,PENN STATION MARC nb,2026-06-18T12:46:00Z,2026-06-18T12:37:55Z,2026-06-18T12:40:15Z,2026-06-18T12:36:40Z,2026-06-18T12:45:55Z,75.3
marc,11705,Train612,2026-06-18,11958,UNION STATION MARC Washington,2026-06-18T12:20:00Z,2026-06-18T12:23:34Z,NA,NA,2026-06-18T12:45:55Z,75.3
marc,11705,Train612,2026-06-18,12002,PENN STATION MARC nb,2026-06-18T13:20:00Z,2026-06-18T13:26:57Z,2026-06-18T13:17:00Z,2026-06-18T13:23:57Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,66,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T02:51:00Z,2026-06-18T03:00:00Z,2026-06-18T02:49:00Z,2026-06-18T02:58:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,66,2026-06-18,WAS,Washington Union Station,2026-06-18T02:00:00Z,2026-06-18T02:19:00Z,2026-06-18T01:28:00Z,2026-06-18T01:47:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,67,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T10:04:00Z,2026-06-18T10:04:00Z,2026-06-18T10:02:00Z,2026-06-18T09:59:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,67,2026-06-18,WAS,Washington Union Station,2026-06-18T11:20:00Z,2026-06-18T11:20:00Z,2026-06-18T10:54:00Z,2026-06-18T10:50:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,86,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T13:33:00Z,2026-06-18T13:50:00Z,2026-06-18T13:31:00Z,2026-06-18T13:50:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,86,2026-06-18,WAS,Washington Union Station,2026-06-18T12:50:00Z,2026-06-18T12:53:00Z,2026-06-18T12:18:00Z,2026-06-18T12:53:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,93,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T20:39:00Z,2026-06-18T20:39:00Z,2026-06-18T20:37:00Z,2026-06-18T20:37:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,93,2026-06-18,WAS,Washington Union Station,2026-06-18T22:05:00Z,2026-06-18T22:05:00Z,2026-06-18T21:25:00Z,2026-06-18T21:25:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,94,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T18:43:00Z,2026-06-18T18:43:00Z,2026-06-18T18:41:00Z,2026-06-18T18:41:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,94,2026-06-18,WAS,Washington Union Station,2026-06-18T18:00:00Z,2026-06-18T18:00:00Z,2026-06-18T17:23:00Z,2026-06-18T17:23:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,95,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T17:27:00Z,2026-06-18T17:18:00Z,2026-06-18T17:18:00Z,2026-06-18T17:18:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,95,2026-06-18,WAS,Washington Union Station,2026-06-18T18:35:00Z,2026-06-18T18:06:00Z,2026-06-18T18:05:00Z,2026-06-18T18:06:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,112,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T12:27:00Z,2026-06-18T12:28:00Z,2026-06-18T12:25:00Z,2026-06-18T12:24:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,112,2026-06-18,WAS,Washington Union Station,2026-06-18T11:45:00Z,2026-06-18T11:45:00Z,2026-06-18T11:45:00Z,2026-06-18T11:45:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,113,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T13:09:00Z,2026-06-18T13:13:00Z,2026-06-18T13:07:00Z,2026-06-18T13:13:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,113,2026-06-18,WAS,Washington Union Station,2026-06-18T13:55:00Z,2026-06-18T13:50:00Z,2026-06-18T13:55:00Z,2026-06-18T13:50:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,125,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T18:28:00Z,2026-06-18T18:26:00Z,2026-06-18T18:25:00Z,2026-06-18T18:26:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,125,2026-06-18,WAS,Washington Union Station,2026-06-18T19:50:00Z,2026-06-18T19:11:00Z,2026-06-18T19:11:00Z,2026-06-18T19:11:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,130,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T11:17:00Z,2026-06-18T11:31:00Z,2026-06-18T11:15:00Z,2026-06-18T11:25:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,130,2026-06-18,WAS,Washington Union Station,2026-06-18T10:30:00Z,2026-06-18T10:30:00Z,2026-06-18T10:30:00Z,2026-06-18T10:30:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,141,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T15:04:00Z,2026-06-18T15:02:00Z,2026-06-18T15:02:00Z,2026-06-18T15:02:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,141,2026-06-18,WAS,Washington Union Station,2026-06-18T15:45:00Z,2026-06-18T15:44:00Z,2026-06-18T15:45:00Z,2026-06-18T15:44:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,151,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T10:10:00Z,2026-06-18T10:20:00Z,2026-06-18T10:08:00Z,2026-06-18T10:18:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,151,2026-06-18,WAS,Washington Union Station,2026-06-18T11:30:00Z,2026-06-18T11:30:00Z,2026-06-18T10:58:00Z,2026-06-18T10:58:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,170,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T09:44:00Z,2026-06-18T09:47:00Z,2026-06-18T09:42:00Z,2026-06-18T09:44:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,170,2026-06-18,WAS,Washington Union Station,2026-06-18T09:05:00Z,2026-06-18T09:05:00Z,2026-06-18T09:05:00Z,2026-06-18T09:05:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,171,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T19:33:00Z,2026-06-18T19:30:00Z,2026-06-18T19:30:00Z,2026-06-18T19:30:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,171,2026-06-18,WAS,Washington Union Station,2026-06-18T21:00:00Z,2026-06-18T20:25:00Z,2026-06-18T20:25:00Z,2026-06-18T20:25:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,172,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T11:50:00Z,2026-06-18T11:54:00Z,2026-06-18T11:48:00Z,2026-06-18T11:51:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,172,2026-06-18,WAS,Washington Union Station,2026-06-18T11:06:00Z,2026-06-18T11:06:00Z,2026-06-18T11:06:00Z,2026-06-18T11:06:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,178,2026-06-18,BAL,Baltimore Penn Station,2026-06-18T20:37:00Z,2026-06-18T20:37:00Z,2026-06-18T20:35:00Z,2026-06-18T20:35:00Z,2026-06-18T12:45:55Z,75.3
amtrak,NER,178,2026-06-18,WAS,Washington Union Station,2026-06-18T19:54:00Z,2026-06-18T19:54:00Z,2026-06-18T18:55:00Z,2026-06-18T18:55:00Z,2026-06-18T12:45:55Z,75.3
