service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at,drive_min
marc,11705,Train404,2026-04-20,11958,UNION STATION MARC Washington,2026-04-20T10:40:00Z,2026-04-20T10:41:02Z,NA,NA,2026-04-20T11:12:32Z,76.7
marc,11705,Train404,2026-04-20,12002,PENN STATION MARC nb,NA,NA,2026-04-20T11:36:00Z,2026-04-20T11:31:49Z,2026-04-20T11:12:32Z,76.7
marc,11705,Train408,2026-04-20,11958,UNION STATION MARC Washington,2026-04-20T11:00:00Z,2026-04-20T11:00:57Z,NA,NA,2026-04-20T11:12:32Z,76.7
marc,11705,Train408,2026-04-20,12002,PENN STATION MARC nb,NA,NA,2026-04-20T11:44:00Z,2026-04-20T11:42:48Z,2026-04-20T11:12:32Z,76.7
marc,11705,Train409,2026-04-20,11980,PENN STATION MARC sb,2026-04-20T10:20:00Z,2026-04-20T10:20:00Z,NA,NA,2026-04-20T11:12:32Z,76.7
marc,11705,Train409,2026-04-20,11958,UNION STATION MARC Washington,NA,NA,2026-04-20T11:28:00Z,2026-04-20T11:29:02Z,2026-04-20T11:12:32Z,76.7
marc,11705,Train413,2026-04-20,11980,PENN STATION MARC sb,2026-04-20T10:40:00Z,2026-04-20T10:40:32Z,NA,NA,2026-04-20T11:12:32Z,76.7
marc,11705,Train413,2026-04-20,11958,UNION STATION MARC Washington,NA,NA,2026-04-20T11:43:00Z,2026-04-20T11:44:08Z,2026-04-20T11:12:32Z,76.7
marc,11705,Train415,2026-04-20,11980,PENN STATION MARC sb,2026-04-20T11:00:00Z,2026-04-20T11:00:00Z,NA,NA,2026-04-20T11:12:32Z,76.7
marc,11705,Train415,2026-04-20,11958,UNION STATION MARC Washington,NA,NA,2026-04-20T12:02:00Z,2026-04-20T12:03:27Z,2026-04-20T11:12:32Z,76.7
marc,11705,Train517,2026-04-20,11980,PENN STATION MARC sb,2026-04-20T11:20:00Z,2026-04-20T11:20:00Z,2026-04-20T11:16:05Z,2026-04-20T11:15:51Z,2026-04-20T11:12:32Z,76.7
