service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at,drive_min
marc,11705,Train412,2026-09-18,11958,UNION STATION MARC Washington,2026-09-18T13:00:00Z,2026-09-18T13:02:02Z,NA,NA,2026-09-18T13:58:47Z,62.3
marc,11705,Train412,2026-09-18,12002,PENN STATION MARC nb,NA,NA,2026-09-18T13:56:00Z,2026-09-18T13:59:34Z,2026-09-18T13:58:47Z,62.3
marc,11705,Train414,2026-09-18,11958,UNION STATION MARC Washington,2026-09-18T13:45:00Z,2026-09-18T13:46:09Z,NA,NA,2026-09-18T13:58:47Z,62.3
marc,11705,Train414,2026-09-18,12002,PENN STATION MARC nb,NA,NA,2026-09-18T14:43:00Z,2026-09-18T14:44:05Z,2026-09-18T13:58:47Z,62.3
marc,11705,Train423,2026-09-18,11980,PENN STATION MARC sb,2026-09-18T13:00:00Z,2026-09-18T13:00:00Z,NA,NA,2026-09-18T13:58:47Z,62.3
marc,11705,Train423,2026-09-18,11958,UNION STATION MARC Washington,NA,NA,2026-09-18T14:03:00Z,2026-09-18T14:01:14Z,2026-09-18T13:58:47Z,62.3
marc,11705,Train525,2026-09-18,11980,PENN STATION MARC sb,2026-09-18T13:30:00Z,2026-09-18T13:33:48Z,2026-09-18T13:28:00Z,2026-09-18T13:33:18Z,2026-09-18T13:58:47Z,62.3
marc,11705,Train525,2026-09-18,11958,UNION STATION MARC Washington,NA,NA,2026-09-18T14:28:00Z,2026-09-18T14:31:54Z,2026-09-18T13:58:47Z,62.3
amtrak,NER,66,2026-09-18,BAL,Baltimore Penn Station,2026-09-18T03:01:00Z,2026-09-18T03:01:00Z,2026-09-18T02:49:00Z,2026-09-18T02:49:00Z,2026-09-18T13:58:47Z,62.3
amtrak,NER,66,2026-09-18,WAS,Washington Union Station,2026-09-18T02:00:00Z,2026-09-18T02:03:00Z,2026-09-18T01:28:00Z,2026-09-18T01:35:00Z,2026-09-18T13:58:47Z,62.3
amtrak,NER,67,2026-09-18,BAL,Baltimore Penn Station,2026-09-18T10:04:00Z,2026-09-18T10:07:00Z,2026-09-18T10:02:00Z,2026-09-18T10:02:00Z,2026-09-18T13:58:47Z,62.3
